id,prompt,correct_answer,sources,baseline_answer,tuned_answer,rag_answer,rag_bertscore
VAT-DOM-068,"Ein Unternehmer veräußert ein Fahrzeug, für dessen Erwerb ihm seinerzeit kein Vorsteuerabzug zustand. Während der Nutzungsdauer wurde das Fahrzeug überwiegend für steuerfreie Umsätze verwendet, fallweise jedoch auch für einzelne steuerpflichtige Fahrten im Unternehmensbereich eingesetzt. Der Unternehmer beruft sich darauf, dass die steuerpflichtige Nutzung nur untergeordnet gewesen sei. Zu entscheiden ist, ob eine überwiegende Verwendung genügt.",Die Lieferung ist nicht steuerfrei. Die Befreiung verlangt eine ausschließliche Verwendung für die begünstigten steuerfreien Zwecke. Eine bloß überwiegende oder nahezu ausschließliche Verwendung reicht nicht aus. Schon die teilweise Verwendung für steuerpflichtige Umsätze schließt die Befreiung aus.,§ 6 Abs. 1 Z 26 UStG 1994,Ich bin hier nicht sicher.,"Die Überwiegende Verwendung ist ausreichend. Da der Unternehmer nicht vor der Veräußerung Vorsteuerabzug zulasse, ist die steuerpflichtige Nutzung im Unternehmensbereich grundsätzlich nicht steuerpflichtig. Die Überwiegende Verwendung ist ausreichend, um die steuerpflichtige Nutzung zu rech",im Sinn des § 32 Abs. 1 Z 1 EStG 1988.,0.7400593161582947
VAT-DOM-069,"Eine Bank bietet ihren Kunden ein Paket an, das Depotführung, Verwahrung der Wertpapiere, laufende administrative Verwaltung und die Durchführung von Kauf und Verkauf derselben Wertpapiere umfasst. Die Bank macht geltend, es handle sich um einen einheitlichen Finanzumsatz im Zusammenhang mit Wertpapieren. Zu untersuchen ist, welche Bestandteile von der Befreiung erfasst werden und welche nicht.","Nicht das gesamte Paket ist steuerfrei. Umsätze im Geschäft mit Wertpapieren können steuerfrei sein, die Verwahrung und Verwaltung von Wertpapieren sind jedoch ausdrücklich ausgenommen. Diese Leistungen bleiben daher auch dann steuerpflichtig, wenn sie zusammen mit begünstigten Wertpapierumsätzen angeboten werden.",§ 6 Abs. 1 Z 8 lit. f UStG 1994,"Die Befreiung von der Umsatzsteuer für Wertpapiergeschäfte (§ 6 Abs. 1 Z 10 UStG) umfasst die Verwahrung, Depotführung und laufende administrative Verwaltung. Die Durchführung von Kauf und Verkauf derselben Wertpapiere fällt jedoch nicht unter die Befreiung, da dies ein eigenständiger Finanzumsatz ist.",Die Befreiung umfasst nur die laufende administrative Verwaltung und die Durchführung von Kauf und Verkauf derselben Wertpapiere. Zu untersuchen ist die Depotführung und die Verwahrung des Wertpapiers.,"ören Einkünfte aus der Veräußerung, die Verkauf und die Verwaltung von Kryptowährungen.",0.8192521929740906
VAT-DOM-070,"Ein Unternehmer erfüllt die Voraussetzungen der Kleinunternehmerbefreiung zunächst. Im laufenden Kalenderjahr steigt sein maßgeblicher Umsatz über die Grenze hinaus. Die Überschreitung beträgt 9 %. Zusätzlich erzielt er Umsätze, die nach anderen Befreiungstatbeständen des § 6 Abs. 1 steuerfrei sind. Streitpunkt ist, ob die 10 Prozent Toleranz unter Einbeziehung oder unter Ausklammerung dieser anderen steuerfreien Umsätze zu berechnen ist.","Die Befreiung bleibt bis zum Jahresende anwendbar, wenn die maßgebliche Grenze um nicht mehr als 10 % überschritten wird. Bei der Grenzberechnung bleiben die nach § 6 Abs. 1 steuerfreien Umsätze außer Ansatz. Maßgeblich ist daher nur der relevante Umsatz im Sinn der Kleinunternehmerregelung.",§ 6 Abs. 1 Z 27 UStG 1994,Die 10-Prozent-Toleranz ist unter Ausklammerung der anderen steuerfreien Umsätze zu berechnen.,"Die Überschreitung von 9 % stellt eine Toleranz dar, die unter Einbeziehung der steuerfreien Umsätze nach § 6 Abs. 1 des EStG 1988 (ursprünglich § 6 Abs. 1 EStG 1971) zu berechnen ist. Die Toleranz beträgt 10 %","bracht werden, so wird die Lieferung oder sonstige Leistung als steuerfrei angesehen.",0.8158697485923767
VAT-DOM-071,"Ein gemeinnütziger Sportverein erhebt Teilnahmeentgelte für Trainingseinheiten, Wettkampfbetreuung und Nachwuchsförderung. Daneben betreibt derselbe Verein einen kommerziellen Fanshop und veranstaltet gegen Entgelt ein sommerliches Musikfestival ohne sportlichen Inhalt. Der Verein argumentiert, wegen seiner Gemeinnützigkeit müssten sämtliche Tätigkeiten von der Steuerbefreiung erfasst sein. Es ist die Reichweite der sportbezogenen Befreiung abzugrenzen.","Steuerfrei sind nicht automatisch alle Umsätze des Vereins. Die Befreiung erfasst nur Leistungen, die unmittelbar der Förderung des Sports dienen. Umsätze aus dem wirtschaftlichen Geschäftsbetrieb, die diesen unmittelbaren Sportbezug nicht haben, fallen nicht darunter.",§ 6 Abs. 1 Z 14 UStG 1994,"Die Steuerbefreiung für gemeinnützige Vereine ist in § 2 Abs. 1 BAO (Bundesabgabenordnung) geregelt. Diese Befreiung ist jedoch nur für die gemeinnützigen Tätigkeiten des Vereins anwendbar.

Die sportbezogenen Tätigkeiten wie Trainingseinheiten, Wettkampfbetreuung und Nachwuchsförderung fallen unter die Steuerbefreiung, da sie der Förderung des Sports dienen.

Die kommerziellen Aktivitäten wie der Fanshop und das Musikfestival hingegen fallen nicht unter die Steuerbefreiung, da sie nicht der Förder","Die Befreiung gilt nicht vollständig. Der Verein muss die Befreiung auf die gesamte Beteiligungsbereiche (Teilnahmeentgelte, Wettkampfbetreuung und Nachwuchsförderung) beziehen. Die Befreiung gilt nicht vollständig, da der Verein einen kommerziellen Fans",stammen.,0.7675328850746155
VAT-DOM-072,"Ein Unternehmer verkauft Maschinen an einen Abnehmer im Drittland. Vor der Ausfuhr lässt er die Maschinen im Inland noch durch einen Subunternehmer technisch anpassen. Die Maschinen werden danach unmittelbar ausgeführt. Der Subunternehmer meint, seine Bearbeitungsleistung müsse denselben Befreiungsstatus haben wie die anschließende Ausfuhrlieferung. Zu beurteilen ist, ob sich die Steuerfreiheit der Lieferung auf die Vorleistung des Bearbeiters erstreckt.","Die Ausfuhrlieferung kann steuerfrei sein, die Bearbeitungsleistung des Subunternehmers jedoch nicht allein deshalb. Aus der Steuerfreiheit der Lieferung folgt keine automatische Steuerfreiheit vorgelagerter Bearbeitungsleistungen. Diese sind gesondert zu beurteilen und fallen nicht schon kraft Zusammenhangs unter die Ausfuhrbefreiung.",§ 6 Abs. 1 Z 1 UStG 1994,"Die Steuerfreiheit der Lieferung nach § 12 Abs. 2 UStG erstreckt sich nicht auf die Vorleistung des Bearbeiters. Die Bearbeitungsleistung ist eine eigenständige Leistung, die nicht mit der Lieferung der Maschinen identisch ist. Der Subunternehmer muss seine Leistung daher gesondert versteuern.","Ja. Die Lieferung der Maschinen an den Abnehmer im Drittland gilt als Vorleistung des Bearbeiters. Die Bearbeitungsleistung im Inland ist unmittelbar ausgeführt, da der Subunternehmer die Maschinen noch vor der Ausfuhr durchführen lässt. Die Vorleistung des Bearbeiters ist für die Steuerfreiheit der",lage des Ausfuhrnachweises nicht durch die Steuergesetze abgelehnt werden.,0.8148960471153259
VAT-DOM-073,"Ein in Österreich ansässiger Vermittler bringt zwei im Drittlandsgebiet ansässige Unternehmen zusammen. Gegenstand ist die Lieferung beweglicher Waren, die ausschließlich im Drittlandsgebiet verbleiben und dort zwischen den Parteien abgewickelt werden. Der Vermittler erhält seine Provision vom Verkäufer. Zu prüfen ist nicht der Ort der Hauptlieferung, sondern ob die bloße Anknüpfung an einen Umsatz im Drittlandsgebiet für die Befreiung der Vermittlungsleistung genügt.","Die Vermittlungsleistung ist steuerfrei, wenn sie sich auf einen Umsatz bezieht, der ausschließlich im Drittlandsgebiet bewirkt wird. Dass der Vermittler selbst im Inland ansässig ist und seine Provision hier vereinnahmt, ändert daran nichts.",§ 6 Abs. 1 Z 5 lit. b UStG 1994,"Die Befreiung der Vermittlungsleistung setzt voraus, dass der Vermittler in Österreich ansässig ist und die Vermittlungsleistung in Österreich erbringt. Die bloße Anknüpfung an einen Umsatz im Drittlandsgebiet genügt nicht. Der Vermittler muss in Österreich tätig geworden sein, um die Vermittlungsleistung zu erbringen.","Ja. Die Lieferung beweglicher Waren im Drittlandsgebiet ist grundsätzlich ausreichend, um die Befreiung der Vermittlungsleistung zu gewährleisten. Die bloße Anknüpfung an einen Umsatz im Drittlandsgebiet genügt.","ilt hat und der Gegenstand der Lieferung in der Reihe befördert oder versendet; c)der Versand der Gegenstände durch den Zwischenhändler, wenn er dem Gegenstand der Lieferung mit der Umsatzsteuer-Identifikationsnummer mitgeteilt hat und der Gegenstand der Lieferung in der Reihe befördert oder versendet; d)der Versand der Gegenstände durch den Verkäufer, wenn er dem Gegenstand der Lieferung mit der U",0.7863674759864807
VAT-DOM-074,"Ein Frachtunternehmer befördert Gegenstände vom Hafen zur ersten Empfangsstelle im Mitgliedstaat nach der Einfuhr. Wirtschaftlich besteht ein enger Zusammenhang mit dem Import. Die Kosten der Beförderung werden jedoch im konkreten Fall nicht in die Bemessungsgrundlage der Einfuhr einbezogen. Der Unternehmer beruft sich auf die grenzüberschreitende Natur seiner Leistung. Zu klären ist, ob der wirtschaftliche Zusammenhang allein genügt.","Die Leistung ist nicht steuerfrei. Die Norm verlangt nicht nur einen sachlichen Zusammenhang mit der Einfuhr, sondern zusätzlich, dass die Kosten in die Bemessungsgrundlage der Einfuhr eingehen. Fehlt diese Einbeziehung, scheidet die Befreiung aus.",§ 6 Abs. 1 Z 3 lit. a UStG 1994,"Die Frage nach dem wirtschaftlichen Zusammenhang allein genügt, um die Beförderungskosten in die Bemessungsgrundlage der Einfuhr einzubeziehen, ist komplex. 

In der Rechtsprechung des EuGH (z.B. Urteil C-242/15) wird betont, dass die Beförderungskosten in die Bemessungsgrundlage der Einfuhr einzubeziehen sind, wenn sie wirtschaftlich mit der Einfuhr zusammenhängen. 

Ein enger wirtschaftlicher Zusammenhang ist jedoch nicht allein genügend. Die Beförderungskosten müssen auch tatsächlich mit der E","Ja. Der wirtschaftliche Zusammenhang zwischen der Beförderung und dem Import ist grundsätzlich ausreichend. Die Beförderung ist wirtschaftlich zu verstehen, da sie den Gegenstand von der Hafeneinfuhr nach der Einfuhr zum Hafen transportiert. Die Bemessungsgrundlage der Einfuhr ist nicht",ferung nach Ablauf des dritten Kalendermonats abgegeben wird.,0.7950626611709595
VAT-DOM-075,"Ein Unternehmer erbringt Leistungen an eine ausländische diplomatische Mission und verfügt über umfangreiche Korrespondenz, Bestellunterlagen und Zahlungsnachweise. Eine formelle Bescheinigung über die Voraussetzungen der Steuerbefreiung liegt aber nicht vor. Der Unternehmer hält die materielle Nachweisbarkeit für ausreichend. Zu klären ist, welche Bedeutung dem formellen Nachweis zukommt.","Die Leistung ist nicht steuerfrei, wenn die gesetzlich geforderte Bescheinigung fehlt. Materielle Plausibilität oder andere Unterlagen ersetzen den geforderten Nachweis nicht, wenn die Norm die Steuerbefreiung an die entsprechende Bescheinigung knüpft.",§ 6 Abs. 1 Z 6 lit. c UStG 1994,"Die Bedeutung des formellen Nachweises liegt in der Sicherstellung, dass die Steuerbefreiung tatsächlich vorliegt. Ohne formellen Nachweis kann die Steuerbehörde die Steuerbefreiung nicht anerkennen, auch wenn die materielle Nachweisbarkeit vorliegt. Der formelle Nachweis dient als Sicherheitsventil, um Missbrauch oder Fehlverhalten zu verhindern.","Die formelle Bescheinigung über die Voraussetzungen der Steuerbefreiung ist nicht erforderlich. Der Unternehmer kann die materielle Nachweisbarkeit für ausreichend hervorheben. Zu klären ist, ob der Unternehmer für die Leistungen und die Korrespondenz eine unmittelbare und unabhängige Steuerbefreiung",orrichtungen nicht in der Geschäftsräumlichkeiten anwesend sind.,0.8026289939880371
VAT-DOM-076,"Eine freiberufliche Dozentin unterrichtet persönlich an einer privaten Einrichtung, die berufsbildende Lehrgänge anbietet und nach ihrer Zielsetzung mit öffentlichen Schulen vergleichbar ist. Sie stellt ihre Honorare nicht den einzelnen Kursteilnehmern, sondern unmittelbar der Einrichtung in Rechnung. Umstritten ist, ob die persönliche Unterrichtserteilung als Privatlehrerin auch dann begünstigt ist, wenn die Abrechnung institutionell und nicht gegenüber den Schülern erfolgt.","Die Umsätze sind steuerfrei. Maßgeblich ist, dass die Leistungen von einer Privatlehrerin an einer Einrichtung erbracht werden, die unter die begünstigten Schulen fällt. Die unmittelbare Abrechnung mit der Einrichtung steht der Befreiung nicht entgegen.",§ 6 Abs. 1 Z 11 lit. b UStG 1994,"Die persönliche Unterrichtserteilung als Privatlehrin ist in Österreich grundsätzlich begünstigt, wenn sie nicht in Konkurrenz zu öffentlichen Schulen steht. Die Abrechnung der Honorare gegenüber der Einrichtung und nicht gegenüber den Schülern ist dabei nicht entscheidend.

Die wichtigste Frage ist, ob die Dozentin als Privatlehrin in Konkurrenz zu öffentlichen Schulen steht. Wenn dies nicht der Fall ist, kann die persönliche Unterrichtserteilung begünstigt sein, unabhängig von der Abrechnung.

Es ist jedoch wichtig zu beachten, dass die Dozentin ihre Honorare","Ja. Die persönliche Unterrichtserteilung ist grundsätzlich nicht begünstigt, da sie unmittelbar der Einrichtung in Rechnung gestellt wird, ohne die Schüler zu beauftragen. Die Abrechnung ist institutionell und nicht gegenüber den Schülern.",", der Zahnärzte, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der Zahnärztin, der",0.7322284579277039
VAT-DOM-077,"Ein Händler vertreibt Damenbinden, Tampons, Menstruationstassen, Kondome, hormonfreie Diaphragmen sowie ein intimbezogenes Lifestyleprodukt ohne Verhütungsfunktion. Der Händler ordnet alle Produkte dem Bereich der Intimgesundheit zu und begehrt für sämtliche Lieferungen dieselbe umsatzsteuerliche Behandlung. Zu bestimmen ist, welche Produktgruppen von der speziellen Befreiung tatsächlich erfasst sind.","Steuerfrei sind nur die Lieferungen von Waren der monatlichen Damenhygiene sowie von chemischen, hormonellen und mechanischen Verhütungsmitteln. Das bloße Lifestyle oder Intimprodukt ohne entsprechende Funktion fällt nicht darunter.",§ 6 Abs. 1 Z 5b UStG 1994,"Die spezielle Befreiung von der Umsatzsteuer (§ 12 UStG) umfasst die Lieferungen von Damenbinden, Tampons, Menstruationstassen und hormonfreien Diaphragmen. Diese Produkte werden von der Befreiung erfasst, da sie der Gesundheit und dem Wohlbefinden der Frauen dienen.

Die Lieferungen von Kondomen und dem intimbezogenen Lifestyleprodukt ohne Verhütungsfunktion fallen jedoch nicht unter die Befreiung, da sie nicht der Gesundheit und dem Wohlbefinden der Frauen dienen, sondern vielmehr der Verhütung oder anderen Zwe","Die umsatzsteuerpflichtige Lieferung von Produkten, die nicht zur Verhütungsfunktion gehören, und die umsatzsteuerpflichtige Begehungsgruppe sind dieselbe. Die umsatzsteuerpflichtige Begehungsgruppe umfasst alle Produkte, die nicht zur Verhütungsfunktion gehören","9. die Umsätze der Kranken- und Pflegeanstalten, der Alters-, Blinden- und Siechenheime sowie jener Anstalten, die eine Bewilligung als Kuranstalt oder Kureinrichtung besitzen, soweit es sich um Leistungen handelt, die unmittelbar mit der Kranken- oder Kurbehandlung oder unmittelbar mit der Betreuung der Pfleglinge im Zusammenhang stehen, und sofern die Umsätze nicht unter § 6 Abs. 1 Z 18",0.7942925095558167
VAT-DOM-078,"Eine Körperschaft öffentlichen Rechts veranstaltet wissenschaftliche Fachvorträge, berufsbegleitende Abendkurse und zusätzlich eine populäre Abendgala mit Showcharakter. Die Einnahmen aus Vorträgen und Kursen dienen überwiegend der Kostendeckung; die Gala soll einen Überschuss für spätere Projekte erwirtschaften. Zu entscheiden ist, ob die gesamte Veranstaltungsreihe einheitlich oder getrennt nach ihrem Charakter zu behandeln ist.","Steuerfrei sind nur die Umsätze aus den Vorträgen und Kursen wissenschaftlicher, unterrichtender oder belehrender Art, soweit die Einnahmen vorwiegend zur Deckung der Kosten verwendet werden. Die Gala mit bloßem Unterhaltungscharakter fällt nicht unter die Befreiung.",§ 6 Abs. 1 Z 12 UStG 1994,"Die Einnahmen aus den wissenschaftlichen Fachvorträgen und den berufsbegleitenden Abendkursen sind als Einnahmen aus der Körperschaftstätigkeit anzusehen und daher steuerfrei. 

Die Einnahmen aus der Abendgala mit Showcharakter sind als Einnahmen aus der Veranstaltung der Abendgala zu behandeln. Da die Abendgala einen Überschuss für spätere Projekte erwirtschaften soll, ist dies ein wirtschaftlicher Zweck, der nicht der Körperschaftstätigkeit dient. Daher sind die Einnahmen aus der Abendgala steuerpf",Die Gesamtrechnungskosten der Veranstaltungsreihe sind gemäß § 27 Abs. 1 Z 1 EStG 1988 grundsätzlich aus den Einnahmen aus Vorträgen und Kursen zu bilden. Die Einnahmen aus der Abendgala sind gemäß § 27 Abs. 1 Z 2,auer von höchstens 30 Tagen nicht mehr als 3 Tage verlängern.,0.7860906720161438
VAT-DOM-079,"Ein Träger der Sozialversicherung verrechnet Leistungen an Versicherte, an mitversicherte Angehörige, an zum Ersatz von Fürsorgekosten Verpflichtete und an externe Unternehmen, die für eigene Projekte Gesundheitschecks einkaufen. Der Träger vertritt die Ansicht, seine öffentlich rechtliche Stellung erfasse alle diese Umsätze. Zu prüfen ist, welche Leistungsempfänger von der Befreiung gedeckt sind.","Steuerfrei sind nur die gesetzlich genannten Umsätze an die privilegierten Personengruppen sowie die Umsätze untereinander. Leistungen an sonstige außenstehende Dritte, wie hier die externen Unternehmen, sind nicht steuerfrei.",§ 6 Abs. 1 Z 7 UStG 1994,"Die Befreiung von der Umsatzsteuer für Leistungen von Trägern der Sozialversicherung ist in § 38 Abs. 1 UStG geregelt. Diese Befreiung gilt für Leistungen, die im Rahmen der Sozialversicherung erbracht werden.

Die Befreiung gilt jedoch nur für Leistungen an Versicherte und an mitversicherte Angehörige. Für Leistungen an zum Ersatz von Fürsorgekosten Verpflichtete und an externe Unternehmen, die für eigene Projekte Gesundheitschecks einkaufen, ist die Befreiung nicht anwendbar.

Diese Leistungen an exter","Die Leistungen an Verpflichtete und externe Unternehmen zählen nicht zu den Leistungen, die der Träger der Sozialversicherung verrechnet.","Wirtschaftsgüter, deren Anschaffungskosten und gegebenenfalls die genannten Stelle mitzuteilen, auf die die Übertragung erfolgt. – Bei der Übertragung von Wertpapierkarten, Wertpapieranteil, Wertpapieraktien, Wertpapierfonds oder Wertpapierfondsanteil, soweit der Wert der Wertpapierkarten, Wertpapieranteil, Wertpapieraktien, Wertpapierfonds oder Wertpapier",0.7910729050636292
VAT-DOM-080,"Eine Privatklinik erbringt im Rahmen eines einheitlich verrechneten Aufenthaltspakets ärztliche Heilbehandlungen, pflegerische Betreuung, Unterkunft, Verpflegung sowie zusätzlich wählbare Komfortleistungen wie ein Upgrade auf ein Einzelzimmer mit besonderer Ausstattung und tägliche Begleitservices für nicht behandlungsbedürftige Angehörige. Die Klinik vertritt die Auffassung, das gesamte Paket teile zwingend das Schicksal der Heilbehandlung. Zu prüfen ist, ob sämtliche Entgeltbestandteile von der Steuerbefreiung für Krankenbehandlung erfasst sind.","Nicht sämtliche Entgeltbestandteile sind steuerfrei. Die Steuerbefreiung erfasst die eigentliche Krankenbehandlung und die damit eng verbundenen Leistungen, nicht jedoch beliebige Komfort oder Angehörigenleistungen ohne therapeutischen Bezug. Das einheitliche Abrechnungsmodell führt daher nicht dazu, dass alle Zusatzleistungen automatisch steuerfrei werden.",§ 6 Abs. 1 Z 19 UStG 1994,"Die Steuerbefreiung für Krankenbehandlung (§ 22 Abs. 1 BAO) umfasst die ärztliche Heilbehandlung, die pflegerische Betreuung und die Unterkunft und Verpflegung, wenn diese unmittelbar und notwendig mit der Heilbehandlung verbunden sind.

Die wählbaren Komfortleistungen wie das Upgrade auf ein Einzelzimmer mit besonderer Ausstattung und tägliche Begleitservices für nicht behandlungsbedürftige Angehörige fallen nicht unter die Steuerbefreiung, da sie nicht unmittelbar und notwendig mit der Heilbehandlung verbunden","Ja. Die Gesamtkosten des einheitlich verrechneten Aufenthaltspakets ergeben sich aus den folgenden Bestandteilen: ärztliche Heilbehandlungen (10 %), pflegerische Betreuung (10 %), Unterkunft (20 %), Verpflegung (20 %) und zusätzliche wählbare Kom","stattung von Fahrzeugen und der Zubehör) von Fahrzeugen aller Art; 11.die Umsätze der Kranken- und Pflegeanstalten, der Alters-, Blinden- und Siechenheime sowie jener Anstalten, die eine Bewilligung als Kuranstalt oder Kureinrichtung nach den jeweils geltenden Rechtsvorschriften über natürliche Heilvorkommen und Kurorte besitzen, soweit es sich um Leistungen handelt, die unmittelbar mit der",0.8062963485717773
GRESt-AT-001,"Die Holding-GmbH erwirbt 90% der Anteile an einer operativen GmbH. Diese operative GmbH hält wiederum 85% der Anteile an einer Tochter-GmbH, in deren Eigentum sich eine Liegenschaft in Graz befindet. Löst dieser Erwerb Grunderwerbsteuer für das Grundstück der Tochter-GmbH aus?","Ja. Die Holding-GmbH hat mit 90% die operative GmbH beherrscht (über 75%) und die operative GmbH wiederum mit 85% die Tochter-GmbH beherrscht (über 75%), wird der Holding-GmbH die Beteiligung an der Enkelgesellschaft voll zugerechnet. Der Tatbestand der Anteilsvereinigung ist erfüllt, weil auf jeder Ebene die 75%-Hürde überschritten ist.",§ 1 Abs. 3 Z 2 GrEStG 1987,"Ja, der Erwerb der Tochter-GmbH löst Grunderwerbsteuer aus. Die Grunderwerbsteuer ist nach § 39 Abs. 1 BAO (Bundesabgabenordnung) anwendbar, wenn eine Person oder eine Gruppe von Personen, die zusammen mindestens 90% der Anteile an einer Kapitalgesellschaft halten, diese Gesellschaft oder einen Teil von ihr erwerben.","Ja. Der Erwerb der 90% Anteile an der operativen GmbH stellt Grunderwerbsteuer dar. Die Tochter-GmbH hält 85% der Anteile an der Liegenschaft in Graz, was ebenfalls Grunderwerbsteuer darstellt. Die Tochter-GmbH muss die Liegenschaft an das Grundstücksg",", vor der Übereignung liegenden Kalenderjahres entfallen; und g) für die Kosten der Aufnahme der Betriebsausstattung und der Ausstattung der Betriebsräume, soweit sie sich auf die Zeit seit dem Beginn des letzten, vor der Übereignung liegenden Kalenderjahres beziehen. (2)Wird ein Unternehmen oder ein im Rahmen eines Unternehmens gesondert geführter Betrieb in einem anderen Land oder in einem anderen Staat, so haftet der Erwerber für die",0.7884502410888672
GRESt-AT-002,"An einer grundbesitzenden OG sind A, B, C und D zu je 25% beteiligt. Innerhalb von fünf Jahren scheiden A, B und C nacheinander aus und übertragen ihre Anteile an neue, gesellschaftsfremde Investoren. Gesellschafter D bleibt unverändert beteiligt. Entsteht durch diese Bestandsänderung eine Steuerpflicht?","Ja. Gemäß § 1 Abs. 3 Z 1 GrEStG unterliegt eine Änderung des Gesellschafterbestandes der Steuer, wenn innerhalb von sieben Jahren mindestens 75% der Anteile unmittelbar auf neue Gesellschafter übergehen. Da hier 75% der Anteile innerhalb von fünf Jahren auf neue Personen übertragen wurden, ist der Tatbestand erfüllt.",§ 1 Abs. 3 Z 1 GrEStG 1987,"Ja, eine Steuerpflicht entsteht. Die Gesellschaft ist eine Grundbesitz-OG, die durch die Änderung der Gesellschafterstruktur in eine Gesellschaft mit ausschließlich fremden Gesellschaftern umgewandelt wird. Dies führt zu einer Umwandlung der OG in eine Kapitalgesellschaft, die durch die Änderung der Gesellschafterstruktur entsteht.","Ja. Die Gesellschafter A, B und C sind innerhalb von fünf Jahren ausgeschieden und übertragen ihre Anteile an neue, gesellschaftsfremde Investoren. Die Gesellschafter D bleibt unverändert beteiligt. Die Gesellschaft ist also nicht mehr als Gesellschaft im Sinne des § 1 EStG 1988",8. 3. Ausgaben im Sinne des § 18 Abs. 1 Z 2 und 3 des Einkommensteuergesetzes 1988. 4. Ausgaben im Sinne des § 18 Abs. 1 Z 4 des Einkommensteuergesetzes 1988. 5. Ausgaben im Sinne des § 18 Abs. 1 Z 5 des Einkommensteuergesetzes 1988. 6. Ausgaben im Sinne des § 18 Abs. 1,0.79076087474823
GRESt-AT-003,Ein Investor kauft 60% der Anteile an einer Immobilien-GmbH. Die GmbH selbst hält zum Zeitpunkt des Kaufs 25% ihrer eigenen Anteile. Ist für die Ermittlung der 75%-Schwelle die Beteiligung am gesamten Stammkapital oder am bereinigten Kapital relevant?,Die Beteiligung ist am bereinigten Kapital zu messen. Gemäß § 1 Abs. 3 Z 6 GrEStG sind eigene Anteile der Gesellschaft bei der Ermittlung der Beteiligungsschwelle außer Acht zu lassen. Die 60% des Investors beziehen sich somit auf die verbleibenden 75% der Anteile (60/75 = 80%). Damit ist die 75%-Hürde überschritten und der Vorgang steuerpflichtig.,§ 1 Abs. 3 Z 6 GrEStG 1987,Die 75%-Schwelle ist für die Ermittlung der Beteiligung am bereinigten Kapital relevant.,"Die Beteiligung am gesamten Stammkapital ist relevanter. Da die GmbH 25% ihrer Anteile hält, beträgt die Beteiligung am gesamten Stammkapital 25 % + 60 % = 85 % (60 % + 25 %). Die 75%-Schwelle beträgt 75 % des St",lichen Einheit (horizontale Zusammenrechnung) sind nicht zu berücksichtigen.,0.800414502620697
GRESt-AT-004,Ein Unternehmen kauft ein Fabrikgebäude inklusive der fest im Boden verankerten Produktionsmaschinen. Wie wird die Grunderwerbsteuer in Bezug auf die Maschinen berechnet?,"Die Maschinen unterliegen nicht der Grunderwerbsteuer. Gemäß § 2 Abs. 1 Z 1 GrEStG werden Maschinen und sonstige Vorrichtungen, die zu einer Betriebsanlage gehören, nicht zum Grundstück gerechnet, selbst wenn sie nach bürgerlichem Recht als Zugehör gelten würden.",§ 2 Abs. 1 Z 1 GrEStG 1987,Die Grunderwerbsteuer (GEG) wird nach dem Wert des Grundstücks berechnet. Die fest im Boden verankerten Produktionsmaschinen werden als Teil des Grundstücks angesehen und nicht als separates Gut. Der Wert der Maschinen ist daher im Wert des Grundstücks enthalten und wird nicht separat berücksichtigt.,"Die Grunderwerbsteuer für die Fabrikgebäude und die fest im Boden verankerten Maschinen beträgt 1,5 % des Grundsteuerbetrags.",", wie sie in einem anderen Vertragsstaat erzielt worden wären, oder wenn die Bedingungen, unter denen die Gewinne des ersten Unternehmens erzielt worden wären, in einem anderen Vertragsstaat erzielt worden wären, und wenn die Gewinne des ersten Unternehmens in einem anderen Vertragsstaat erzielt worden wären, ohne dass die Gewinne des zweiten Unternehmens erzielt worden wären, oder wenn die Gewinne des zweiten Unternehmens erzielt worden wären, ohne dass",0.7890571355819702
