id,prompt,baseline_answer,correct_answer,sources
VAT-INTL-003,"""Welche sonstigen Leistungen gegen Entgelt gleichgestellt werden?""","Laut § 22 EStG werden als Einkünfte aus nichtselbstständiger Tätigkeit gleichgestellt:

- Leistungen gegen Entgelt, die nicht in Geld bestehen, wie z.B. Naturalien, wie Holz, Brennstoffe, Getreide, etc.
- Leistungen gegen Entgelt, die in Geld bestehen, aber nicht in Österreich bezahlt werden, wie z.B. Barzahlungen im Ausland.",,
VAT-INTL-004,"""Wann gilt die Verwendung eines dem Unternehmen zugeordneten Gegenstandes für private Zwecke oder für den Bedarf des Personals als sonstige Leistung?""","Die Verwendung eines dem Unternehmen zugeordneten Gegenstands für private Zwecke oder für den Bedarf des Personals gilt als sonstige Leistung, wenn sie nicht im Rahmen der Geschäftstätigkeit erfolgt. 

Ein Beispiel: Ein Geschäftskleid, das privat getragen wird, gilt als sonstige Leistung.",,
VAT-INTL-005,"""Wann gilt die unentgeltliche Erbringung anderer sonstiger Leistungen für private Zwecke oder den Bedarf des Personals als steuerbare Leistung?""","Die unentgeltliche Erbringung anderer Leistungen für private Zwecke oder den Bedarf des Personals gilt als steuerbare Leistung, wenn sie in einem Umfang erbracht wird, der den Betrieb einer Hausfrau oder Hausmann entspricht.",,
VAT-INTL-006,"""Im welchen Fall liegt ein tauschähnlicher Umsatz vor""","Ein Tauschähnlicher Umsatz liegt vor, wenn eine Leistung gegen eine andere Leistung ohne Zahlung in bar ausgetauscht wird. Dies kann beispielsweise der Austausch von Waren oder Dienstleistungen ohne Zahlung in bar sein.",,
VAT-INTL-007,"""Wann gilt die Überlassung eines gleichartigen Gegenstandes anstelle des herzustellenden Gegenstandes als sonstige Leistung?""","Die Überlassung eines gleichartigen Gegenstandes anstelle des herzustellenden Gegenstandes gilt als sonstige Leistung, wenn sie nicht Teil der Hauptleistung ist, sondern eine zusätzliche Leistung darstellt.",,
VAT-INTL-008,"""Was gilt als Entgelt für eine sonstige Leistung im Sinne eines tauschähnlichen Umsatzes?""","Ein tauschähnlicher Umsatz im Sinne von sonstigen Leistungen ist ein Entgelt, das nicht in Geld, sondern in einer anderen Form gezahlt wird. Hier sind einige Beispiele:

- Ein Tausch von Dienstleistungen, z.B. ""Ich helfe dir bei der Renovierung, und du hilfst mir bei der Gartenarbeit.""
- Ein Tausch von Waren, z.B. ""Ich gebe dir mein altes Fahrrad, und du gibst mir dein altes Handy.""
- Ein Tausch von Dienstleistungen und Waren, z.B. ""Ich helfe dir bei der Renovierung und gib dir mein altes",,
VAT-INTL-009,"""Was ist eine Werkleistung?""","Eine Werkleistung ist eine Leistung, die nicht sofort erbracht wird, sondern in einem bestimmten Zeitraum oder in mehreren Schritten erbracht wird. Dazu gehören beispielsweise Bauleistungen, aber auch die Erstellung von Software oder die Gestaltung von Architekturprojekten.",,
VAT-INTL-010,„Kann eine sonstige Leistung auch ohne aktives Tun des Unternehmers vorliegen?“,"Ja, eine sonstige Leistung kann auch ohne aktives Tun des Unternehmers vorliegen. Beispiele hierfür sind:

- Einnahmen aus Mieteinnahmen, wenn ein Grundstück vermietet wird
- Einnahmen aus Verpachtung von Grundstücken
- Einnahmen aus Verkauf von Wertsachen, wie z.B. Kunstwerken oder Antiquitäten

In diesen Fällen wird die Leistung durch das Vorhandensein der Wertsachen oder Grundstücke bereits vor der Leistungserbringung erbracht.",,
VAT-INTL-011,„Wie grenzt das UStG Lieferungen von sonstigen Leistungen ab?“,"Das Umsatzsteuergesetz (UStG) grenzt Lieferungen von sonstigen Leistungen (§ 1 Abs. 1 UStG) durch die folgenden Kriterien ab:

- Lieferung von Waren: Eine Lieferung von Waren ist eine Übergabe von Waren, ohne dass ein Werk oder eine Leistung erbracht wird.
- Sonstige Leistungen: Eine sonstige Leistung ist eine Leistung, die nicht als Lieferung von Waren oder Dienstleistung angesehen wird.

Ein Beispiel für eine Lieferung von Waren wäre die Übergabe von einem Produkt, ohne dass ein Werk oder eine Leistung erbracht wird. Ein",,
VAT-INTL-012,„Unter welchen Voraussetzungen gilt eine unentgeltliche sonstige Leistung als entgeltlich?“,"Eine unentgeltliche sonstige Leistung gilt als entgeltlich, wenn sie in direktem Zusammenhang mit der Ausübung einer selbständigen Tätigkeit steht und die Leistung nicht nur aus Altruismus oder aus einem reinen Wohlfahrtsinteresse erfolgt.",,
VAT-INTL-013,"„Liegt ein tauschähnlicher Umsatz vor, wenn eine Leistung nicht in Geld vergütet wird?“","Ja, liegt ein tauschähnlicher Umsatz vor, wenn eine Leistung nicht in Geld vergütet wird. Ein tauschähnlicher Umsatz ist ein Umsatz, der nicht in Geld, sondern in einer anderen Leistung oder Gegenleistung erfolgt.",,
VAT-INTL-014,„Ein Grafikdesigner erstellt ein Logo für ein Unternehmen. Als Gegenleistung erhält er einen Laptop. Welcher Umsatz liegt vor?“,"Der Umsatz liegt vor, wenn der Grafikdesigner den Laptop nicht nur als Gegenleistung für die Arbeit, sondern auch als Ware verkauft. Wenn der Laptop also nicht Teil der Gegenleistung ist, sondern ein separates Geschäft, liegt der Umsatz vor.",,
VAT-INTL-015,„Ein Fotograf erstellt Bilder für ein Restaurant und bekommt dafür kostenlose Mahlzeiten. Wie ist dieser Umsatz zu qualifizieren?“,"Der Umsatz ist als Barzahlung zu qualifizieren, da die kostenlose Mahlzeiten als Barzahlung im Sinne des § 4 UStG anzusehen sind.",,
VAT-INTL-016,"„Ein Kunde übergibt einem Schneider Stoff zur Anfertigung eines Anzugs. Der Schneider gibt ihm jedoch einen bereits fertigen, gleichartigen Anzug aus seinem Bestand und verrechnet einen festen Werklohn. Wie ist die Leistung zu beurteilen?“","Die Leistung des Schneiders ist nicht zu beurteilen, da er bereits einen fertigen Anzug aus seinem Bestand liefert. Der Schneider liefert keine Leistung, sondern einen bereits fertigen Gegenstand.",,
VAT-INTL-017,„Ein Tischler erhält Holz von einem Kunden zur Herstellung eines Tisches. Stattdessen liefert er einen bereits produzierten Tisch aus seinem Lager und verlangt einen pauschalen Werklohn. Welcher Umsatz liegt vor?“,"Der Umsatz liegt vor, wenn der Tischler einen bereits produzierten Tisch aus seinem Lager liefert und dafür einen pauschalen Werklohn verlangt. In diesem Fall ist der Umsatz nicht durch die Lieferung von Holz, sondern durch die Lieferung des bereits produzierten Tisches bestimmt.",,
VAT-INTL-018,„Ein Eventmanager vermittelt und organisiert Catering-Leistungen durch einen Drittanbieter für seinen Kunden. Welche umsatzsteuerliche Behandlung ist anzuwenden?“,"Die Umsatzsteuer ist nach der Leistung des Eventmanagers anzuwenden. Der Eventmanager ist als Dienstleister tätig und liefert keine Catering-Leistungen selbst, sondern vermittelt und organisiert diese durch einen Drittanbieter. Der Umsatz des Eventmanagers unterliegt daher der Umsatzsteuer.",,
VAT-INTL-019,„Ein Unternehmer beauftragt im eigenen Namen eine IT-Dienstleistung bei einem Dritten und stellt sie seinem Kunden weiter in Rechnung. Wie wird diese Leistung behandelt?“,"Diese Leistung wird als ""Dienstleistung im eigenen Namen und für Rechnung"" behandelt. Der Unternehmer muss die Leistung dem Dritten abrechnen und die Umsatzsteuer (Mehrwertsteuer) an den Dritten weitergeben. Der Unternehmer muss die Umsatzsteuer auf die Leistung berechnen und an das Finanzamt abführen.",,
VAT-INTL-020,„Ein Reisebüro bucht im Namen eines Kunden eine Hotelübernachtung bei einem Drittanbieter. Wie sind die Leistungen umsatzsteuerlich zu behandeln?“,Die Hotelübernachtung ist umsatzsteuerlich als Dienstleistung des Reisebüros zu behandeln. Der Reisevermittler ist als Dienstleister anzuerkennen und die Leistung ist umsatzsteuerlich mit 13% zu besteuern.,,
VAT-INTL-021,"""Ein französischer Streaming-Anbieter verkauft ein Monatsabo für Filme an eine Privatperson, die in Wien lebt. Wo ist der Ort der Leistung für die Umsatzsteuer und warum?""","Die Leistung ist in Österreich, da der Verbrauchsort (Wien) in Österreich liegt. Die Leistung ist also in Österreich erbracht.",,
VAT-INTL-022,"„Ein Mobilfunkanbieter mit Sitz in der Schweiz stellt einer Privatperson Mobilfunkleistungen bereit. Die Person hat keinen gemeldeten Wohnsitz in Österreich, hält sich aber aufgrund eines langfristigen Projekts seit 8 Monaten durchgehend in einer Mietwohnung in Innsbruck auf. Der Kunde nutzt das Handy ausschließlich in Innsbruck. Wo ist der steuerliche Leistungsort für diese Gebühren nach österreichischem Recht, obwohl kein offizieller Wohnsitz vorliegt?“","Der steuerliche Leistungsort für die Mobilfunkleistungen ist Österreich. Gemäß § 3 Abs. 4 EStG ist der Leistungsort der Ort, an dem der Leistungsempfänger die Leistung in Anspruch nimmt. Da der Kunde das Handy ausschließlich in Innsbruck nutzt, ist der Leistungsort hier gelegen.",,
VAT-INTL-023,"""Ein US-Unternehmen stellt einer österreichischen GmbH Speicherplatz in der Cloud zur Verfügung. Gilt hier das Prinzip des Wohnsitzes des Empfängers gemäß den Regeln für elektronische Dienstleistungen an Nichtunternehmer?""","Das Prinzip des Wohnsitzes des Empfängers gemäß den Regeln für elektronische Dienstleistungen an Nichtunternehmer (RDO) ist nicht direkt anwendbar, da es sich hier um eine Lieferung von Speicherplatz in der Cloud handelt, die nicht als Dienstleistung im Sinne der RDO anzusehen ist.

Die RDO regeln die Lieferung von digitalen Waren, wie z.B. Software, aber nicht die Lieferung von Speicherplatz oder anderen Infrastrukturdienstleistungen. Daher ist die Anwendung der RDO hier nicht direkt relevant.

Die Besteuerung der Lieferung von Speicherplatz in",,
VAT-INTL-024,"""Ein österreichischer Mobilfunkanbieter erbringt Telekommunikationsleistungen an eine Privatperson. Die Person hat ihren offiziellen Wohnsitz in Österreich, hält sich jedoch für ein ganzes Jahr beruflich in den USA auf. Das Handy wird in diesem Jahr ausschließlich in den USA genutzt. Wo ist der steuerliche Leistungsort für diese Mobilfunkrechnungen?“","Der steuerliche Leistungsort ist Österreich, da die Privatperson ihren offiziellen Wohnsitz in Österreich hat. Die berufliche Anwesenheit in den USA hat keinen Einfluss auf den steuerlichen Leistungsort.",,
VAT-INTL-025,„Ein österreichisches Unternehmen vermietet Spezialwerkzeug an eine Privatperson in Brasilien. Wo gilt diese Leistung als ausgeführt?“,"Die Leistung gilt in Österreich als ausgeführt, da das Unternehmen in Österreich ansässig ist.",,
VAT-INTL-026,"„Ein österreichischer Rechtsanwalt berät eine Privatperson, die ihren Wohnsitz in der Schweiz hat, in einer Erbschaftsangelegenheit. Wo befindet sich der Ort der Leistung für die Umsatzsteuer?“","Die Umsatzsteuer ist in Österreich ein Ortssteuer. Der Ort der Leistung für die Umsatzsteuer ist der Ort, an dem der Rechtsanwalt seine Leistung erbringt, also in Österreich. 

Die Schweiz ist ein Drittland, in dem der Steuerpflichtige seinen Wohnsitz hat. Daher ist die Umsatzsteuer in Österreich anfallen.",,
VAT-INTL-027,„Ein österreichischer Rechtsanwalt erbringt eine Online-Rechtsberatung an eine Privatperson mit Wohnsitz in Japan. Die Beratung betrifft ein österreichisches Mietrecht und wird für ein Verfahren in Wien verwendet. Wo ist die Leistung steuerbar?“,"Die Leistung ist steuerbar in Österreich, da der Rechtsanwalt in Österreich ansässig ist und die Beratung von hier aus erbracht wird. Die Steuerbarkeit hängt nicht von der Wohnsitzadresse der Privatperson ab, sondern von der Ansässigkeit des Rechtsanwalts.",,
VAT-INTL-028,"""Wer gilt im Sinne der Bestimmungen über den Ort der sonstigen Leistung als Nichtunternehmer?“","Ein Student, der neben dem Studium eine Nebenleistung erbringt, gilt als Nichtunternehmer.",,
VAT-INTL-029,"""Ein Influencer macht Werbung für ein neues Smartphone-Modell auf Instagram. Als Entgelt darf er das Smartphone behalten. Welcher Umsatztyp liegt hier vor?“","Hier liegt ein sog. ""Wertabtretung"" vor. Der Influencer erhält das Smartphone als Entgelt, ohne dass ein Geldbetrag übergeben wird.",,
VAT-INTL-030,„Eine Wiener Marketingagentur erstellt eine Online-Kampagne für eine Privatperson mit Wohnsitz in Kanada. Wo ist der Ort der sonstigen Leistung?“,"Der Ort der sonstigen Leistung ist Österreich, da die Marketingagentur in Österreich ansässig ist und die Leistung von dort aus erbracht wird.",,
VAT-INTL-031,„Ein IT-Spezialist aus Graz übernimmt die strukturierte Datenverarbeitung für die private Ahnenforschung eines Kunden aus Australien. Wo ist diese Leistung steuerpflichtig?“,"Diese Leistung ist in Österreich steuerpflichtig, da sie von einem inländischen Steuerpflichtigen (IT-Spezialist aus Graz) erbracht wird.",,
VAT-INTL-032,"""Ein Österreicher vermietet seinen PKW für zwei Wochen an einen Schweizer Touristen. Ist das eine Katalogleistung nach Umsatzsteuerrecht?""","Nein, das ist keine Katalogleistung. Eine Katalogleistung ist eine Lieferung von Waren, die nicht aufgrund einer individuellen Vereinbarung erfolgt, sondern durch eine Katalogauktion oder eine vergleichbare Form der Verkaufsorganisation. 

Hier handelt es sich um eine Mietverhältnis, das nicht unter die Katalogleistung fällt.",,
VAT-INTL-033,"""Ein Wiener Musiker überträgt die Rechte an einem Lied an einen Fan in Australien. Wo liegt der Leistungsort?""","Der Leistungsort ist Österreich, da der Musiker Wiener ist und somit in Österreich ansässig ist.",,
VAT-INTL-034,"""Ein Wiener Energieversorger stellt einem Privatkunden in der Schweiz den Zugang zum Gasnetz bereit. Wo ist der Leistungsort?""","Der Leistungsort ist Österreich, da der Energieversorger, der in Österreich ansässig ist, dem Kunden in der Schweiz den Zugang zum Gasnetz bereitet.",,
VAT-INTL-035,„Welche Ziele verfolgt der Bundesminister für Finanzen mit der Anwendung des § 3a Abs. 16 UStG?“,Ich kenne die genaue Antwort nicht.,,
VAT-INTL-036,„In welche zwei Richtungen kann sich der Leistungsort nach § 3a Abs. 16 UStG durch eine Verordnung verschieben?“,"Die Verordnung über die Durchführung der Umsatzsteuergesetzgebung (Umsatzsteuervorschaltverordnung) kann den Leistungsort nach § 3a Abs. 16 UStG in die beiden Richtungen verschieben:

1.  In die Richtung des Leistungsempfängers (§ 3a Abs. 16 Satz 1 UStG)
2.  In die Richtung des Leistunggebers (§ 3a Abs. 16 Satz 2 UStG)",,
VAT-INTL-037,"""Ein Landwirt bringt Getreide zur Mühle und erhält sofort die gleiche Menge Mehl aus dem Bestand des Müllers gegen eine Mahlgebühr. Wie ist dieser Vorgang umsatzsteuerlich einzustufen?""","Dieser Vorgang ist umsatzsteuerlich als Lieferung von Waren zu liefernden Waren zu behandeln. Der Landwirt ist als Lieferant und der Müller als Empfänger anzusehen. Da die Lieferung von Getreide gegen die Lieferung von Mehl erfolgt, ohne dass ein Geldbetrag direkt gezahlt wird, ist dies kein Verkauf im engeren Sinne. Die Mahlgebühr ist jedoch ein Gegenleistung, die der Müller dem Landwirt gegenüber erbringt. 

Die Umsatzsteuer ist in diesem Fall auf die Mahlgebühr anzuwenden, da sie als Gegenleistung",,
VAT-INTL-038,"""Ein Reisebüro besorgt eine Stadtführung für eine Reisegruppe. Welcher Steuersatz gilt für die Weiterverrechnung?""",Die Weiterverrechnung von Stadtführungen durch ein Reisebüro unterliegt der Umsatzsteuer. Der Steuersatz beträgt 20 %.,,
VAT-INTL-039,"""Ein französisches Unternehmen bucht für seine Mitarbeiter Catering, die direkt mit dem Messeeintritt in Wien verbunden ist. Ort der Leistung?""","Die Leistung ist in Österreich erbracht, da die Cateringdienstleistung direkt mit dem Messeintritt in Wien verbunden ist.",,
VAT-INTL-040,„Eine Wiener Agentur überlässt einer Privatperson in Serbien eine qualifizierte Pflegekraft für die private Betreuung zu Hause. Wo ist diese Leistung steuerpflichtig?“,Diese Leistung ist steuerpflichtig in Österreich.,,
VAT-INTL-041,"„Ein österreichischer Softwareentwickler erhält von einem privaten Investor aus den USA eine hohe Entschädigung dafür, dass er für die nächsten zwei Jahre kein eigenes IT-Unternehmen gründet. Wo liegt der Leistungsort für diesen Verzicht?“","Der Leistungsort ist der Ort, an dem der Softwareentwickler seine Leistung erbringt, also wo er seine Arbeit erledigt. In diesem Fall ist der Leistungsort also Österreich, da der Softwareentwickler dort seine Arbeit erledigt.",,
VAT-INTL-042,"""Herr Stolz hat sein eigenes Baunternehmen. Außerdem ist er mit seinem Angestellen Markus gut befreundet. Da Markus schon lange über die Hausrenovierung beschwert, hat Herr Stolz die für ihn durchgefuhrt, weil sie gure Freunde sind. Ist das eine sonsitge Leistung?""","Das ist keine sonstitge Leistung. Eine sonstitge Leistung ist eine Leistung, die nicht im Rahmen der Geschäftstätigkeit eines Unternehmens erbracht wird, sondern eher als Privatleistung gilt. 

Hier ist jedoch davon auszugehen, dass Herr Stolz Markus als Angestellter nicht mehr bezahlt, sondern die Leistung als Privatleistung erbracht hat. Wenn er Markus als Angestellter bezahlt, ist die Leistung Teil der Geschäftstätigkeit und keine sonstitge Leistung.",,
VAT-INTL-043,"""Herr Stolz hat sein eigenes Unternehmen. Außerdem ist er mit seiner Angestellten Angela gut befreundet. Angela hat ihn gebeten, für zwei Nächte auf einem der Grundstücke des Unternehmens zu übernachten. Ist das eine sonstige Leistung?""","Das ist keine sonstige Leistung. Eine sonstige Leistung ist eine Leistung, die nicht in die übliche Geschäftstätigkeit des Unternehmens fällt. 

Hier ist die Übernachtung ein Privatverhältnis zwischen Herrn Stolz und Angela. Es ist nicht ein Geschäft, sondern ein Privatverhältnis.",,
VAT-INTL-044,"""Herr Müller betreibt eine Bäckerei. Er besitzt einen Firmenwagen, für den er beim Kauf vollständig Vorsteuerabzug geltend gemacht hat. Eines Tages nutzt Herr Müller den Wagen für einen privaten Ausflug mit seiner Familie, also außerhalb der Bäckerei. Muss Herr Müller etwas versteuern?"" ","Ja, Herr Müller muss etwas versteuern. Der Firmenwagen ist ein Betriebsvermögen und muss für den privaten Ausflug mit der Familie versteuert werden. Die private Nutzung des Firmenwagens führt zu einer Einkommensteuerbelastung. Die Höhe der Belastung hängt von der privaten Nutzung und der Gesamtnutzung des Wagens ab.",,
VAT-INTL-045,"""Eine Personengemeinschaft, bestehend aus Frau Becker und Herrn Wagner, betreibt gemeinsam eine Konditorei. Die Gemeinschaft besitzt ein Firmenfahrrad, für das beim Kauf vollständig Vorsteuerabzug geltend gemacht wurde. Frau Becker hat das Fahrrad für einen privaten Einkaufsbummel benutzt. Muss die Personengemeinschaft etwas versteuern?""","Ja, die Personengemeinschaft muss etwas versteuern. Der Firmenfahrrad ist für private Zwecke verwendet worden und daher ist der Vorsteuerabzug nicht vollständig möglich. Der private Teil des Fahrrads ist steuerpflichtig und muss versteuert werden. Der Umfang des privaten Teils ist nicht genau definiert, aber es ist ein Bruchteil des Gesamtwerts.",,
VAT-INTL-046,"""Herr Schmidt betreibt eine Werbeagentur in Wien. Eine IT-Firma aus Salzburg installiert neue Software für sein Unternehmen. Wo gilt die Leistung steuerlich als ausgeführt: Wien oder Salzburg?""","Die Leistung gilt steuerlich als ausgeführt, wo der Leistungsempfänger seinen Wohnsitz hat, also in Wien.",,
VAT-INTL-047,"""Die Firma hat ihren Hauptsitz in Graz und eine Filiale in Linz. Ein Buchhaltungsunternehmen aus Wien erledigt die Buchhaltung für die Filiale in Linz. Wo gilt die Leistung steuerlich als ausgeführt: am Sitz der Firma in Graz oder in Linz?""","Die Leistung gilt steuerlich als ausgeführt, wo die Leistung erbracht wird, also in Linz.",,
VAT-INTL-048,"""Frau Meier betreibt eine Malerfirma in Wien. Sie streicht das Wohnzimmer von Herrn Bauer (Privatperson) in Graz. Wo gilt die Leistung steuerlich als ausgeführt: in Wien oder in Graz?""","Die Leistung gilt steuerlich als in Graz ausgeführt, da die Leistung dort erbracht wurde (Wohnzimmer von Herrn Bauer in Graz).",,
VAT-INTL-049,"""Frau Meier betreibt eine Malerfirma in Wien und hat zusätzlich eine Filiale in Graz. Sie führt die Renovierung des Wohnzimmers bei einer Privatperson in Graz durch, organisiert von der Filiale aus. Wo gilt die Leistung steuerlich als ausgeführt: in Wien oder in Graz?""","Die Leistung gilt steuerlich als ausgeführt, wo die Leistung erbracht wurde, also in Graz.",,
VAT-INTL-050,"""An welchem Ort ist eine Vermittlungsleistung an einen Nichtunternehmer erbracht?""","Eine Vermittlungsleistung ist an einem Ort erbracht, an dem der Vermittler seine Hauptleistung erbringt. Wenn der Vermittler in Österreich ansässig ist, gilt dies als Ort der Leistung.",,
VAT-INTL-051,"""Herr Weber möchte sein Grundstück verkaufen. Er beauftragt einen Grundstücksmakler, der ihn bei der Vermittlung unterstützt. Gilt die Maklerleistung als sonstige Leistung im Zusammenhang mit einem Grundstück, und wo wird sie ausgeführt?""","Die Maklerleistung gilt als sonstige Leistung im Zusammenhang mit einem Grundstück. 

Die Leistung wird in der Regel in der Wohnung des Maklers ausgeführt.",,
VAT-INTL-052,"""Eine Familie bucht für ihren Urlaub ein Ferienhaus auf einem Campingplatz. Handelt es sich hierbei um eine sonstige Leistung im Zusammenhang mit einem Grundstück, und wo liegt der Leistungsort?""","Ja, es handelt sich um eine sonstige Leistung im Zusammenhang mit einem Grundstück.

Der Leistungsort ist der Ort, an dem die Leistung erbracht wird, also der Campingplatz.",,
VAT-INTL-053,"""Frau Meier erlaubt einem Unternehmer, ihr Firmengrundstück für ein Event zu nutzen, gegen Zahlung eines Entgelts. Ist dies eine sonstige Leistung im Zusammenhang mit einem Grundstück, und wo gilt die Leistung als erbracht?""","Ja, dies ist eine sonstige Leistung im Zusammenhang mit einem Grundstück. 

Die Leistung gilt als erbracht, wo sie erbracht wird, also auf dem Firmengrundstück.",,
VAT-INTL-054,"""Welche Leistung gilt als sonstige Leistung, wenn sie an einen Nichtunternehmer erbracht wird: eine Führung in einem Museum oder der Verkauf eines Kunstwerks in einer Galerie?""","Eine Führung in einem Museum gilt als sonstige Leistung, wenn sie an einen Nichtunternehmer erbracht wird. Der Verkauf eines Kunstwerks in einer Galerie gilt als Umsatz aus der Liegenschaftsvermietung oder -verpachtung, wenn das Kunstwerk nicht in der Galerie selbst hergestellt wurde.",,
VAT-INTL-055,"""Welche Regel gilt für Lagerungs- oder Umschlagsleistungen, die üblicherweise mit Transport verbunden sind, wenn der Empfänger ein Nichtunternehmer ist?""","Für Lagerungs- oder Umschlagsleistungen, die üblicherweise mit Transport verbunden sind, gilt die Regel, dass sie als Lieferung von Waren angesehen werden, wenn der Empfänger ein Nichtunternehmer ist.",,
VAT-INTL-056,"""Unter welchen Bedingungen zählen Reparaturarbeiten oder Gutachten an beweglichen Gegenständen als sonstige Leistung?""","Reparaturarbeiten oder Gutachten an beweglichen Gegenständen zählen als sonstige Leistung, wenn sie nicht im Rahmen eines Vertrags oder einer Geschäftsbeziehung erbracht werden.",,
VAT-INTL-057,"""Wo wird eine Restaurant- oder Cateringleistung an einen Nichtunternehmer ausgeführt, wenn der Unternehmer an mehreren Standorten tätig ist?""","Das ist eine gute Frage. 

Wenn ein Unternehmer an mehreren Standorten tätig ist, wird die Restaurant- oder Cateringleistung an einen Nichtunternehmer an dem Standort ausgeführt, an dem die Leistung erbracht wird.",,
VAT-INTL-058,"""Ein Unternehmer aus Berlin kauft Eintrittskarten für seine Mitarbeiter für eine Messe in München. Wo gilt die Leistung steuerlich als ausgeführt?""","Die Leistung gilt steuerlich als ausgeführt, wo der Unternehmer seine Mitarbeiterin oder seinen Mitarbeiter mit der Eintrittskarte ausstatten kann. In diesem Fall gilt die Leistung als ausgeführt in Österreich, da die Eintrittskarten dort verwendet werden können.",,
VAT-INTL-059,"""Herr Meier mietet ein Motorboot für 2 Wochen in Hamburg. Wo gilt die Vermietung steuerlich als ausgeführt?""","Die Vermietung gilt steuerlich als ausgeführt, wo der Vermieter seine Steuerpflicht hat. In diesem Fall ist das wahrscheinlich Deutschland, da der Vermieter dort seine Steuerpflicht hat.",,
VAT-INTL-060,"""Herr Meier mietet ein Motorboot für 2 Wochen in Hamburg. Handelt es sich um eine kurzfristige Vermietung?""","Eine kurzfristige Vermietung ist in Österreich nicht definiert. Die Begriffe ""Kurzzeitmiete"" und ""Langzeitmiete"" werden in der österreichischen Rechtslage verwendet. Eine Kurzzeitmiete liegt bei weniger als 30 Tagen, eine Langzeitmiete bei 30 Tagen oder mehr.",,
VAT-INTL-061,"""Frau Becker mietet einen PKW für 25 Tage in München. Wo gilt die Vermietung steuerlich als ausgeführt?""","Die Vermietung gilt steuerlich als ausgeführt, wo der Mieter die Leistung erhalten hat, also in München.",,
VAT-INTL-062,"""Frau Becker mietet einen PKW für 25 Tage in München. Handelt es sich um eine kurzfristige Vermietung?""","Ja, es handelt sich um eine kurzfristige Vermietung. Die Obergrenze für eine kurzfristige Vermietung beträgt 30 Tage. Da Frau Becker den PKW nur für 25 Tage mietet, liegt dies unter dieser Grenze.",,
VAT-INTL-063,"""Ein italienischer Musiker streamt live eine ""Gondelfahrt"" durch Venedig für eine Privatperson in Wien, inklusive interaktiver Q&A. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Österreich, da der Musiker eine Dienstleistung für eine Privatperson in Wien erbringt. Die Steuerpflicht ergibt sich aus § 1 Abs. 1 EStG, wonach der Steuerpflichtige derjenige ist, der eine Einkünfteerzielung in Österreich beabsichtigt oder durchführt.",,
VAT-INTL-064,"""Ein Software-Developer in Österreich entwickelt ein SaaS für ein Unternehmen aus Japan. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Österreich, da der Steuerpflichtige (Software-Developer) in Österreich ansässig ist.",,
VAT-INTL-065,"""Ein Tourist aus Deutschland bucht ein Airbnb in Österreich. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Österreich, da der Tourist dort seine Nächte verbringt. Die Steuerpflicht ergibt sich aus § 1 Abs. 1 UStG, wonach die Leistung an einen Verbraucher in Österreich steuerpflichtig ist.",,
VAT-INTL-066,"""Ein Fotograf aus der Schweiz erstellt Hochzeitsfotos für ein Paar aus Österreich, die Hochzeit findet jedoch in Bern statt. Wo ist der Leistungsort?“","Der Leistungsort ist Österreich, da die Hochzeitstelefonie (Hochzeitsfotos) für ein Paar aus Österreich erstellt wurden.",,
VAT-INTL-067,"""Ein österreichischer Unternehmer vermietet langfristig ein Fahrzeug an eine Privatperson in Italien. Wo liegt der Leistungsort?""","Der Leistungsort ist Italien, da die Leistung (Fahrzeugvermietung) dort erfolgt.",,
VAT-INTL-068,"""Ein Würstelstand aus Österreich verkauft Frankfurter Würstchen an Touristen aus Frankreich. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist in Österreich steuerpflichtig, da sie von einem Unternehmer in Österreich erbracht wird.",,
VAT-INTL-069,"""Ein Tourist aus Deutschland übernachtet in einem Wiener Hotel. Wo ist die Leistung steuerpflichtig?""",Die Leistung ist steuerpflichtig in Österreich.,,
VAT-INTL-070,"""Ein Model aus Österreich wird von einer Modeagentur in Italien (Unternehmer) für eine Show in Mailand gebucht. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Italien, da die Modeagentur (Unternehmer) dort ansässig ist.",,
VAT-INTL-071,"""Eine Van-Gogh-Ausstellung findet in Wien statt. Besucher kommen aus der ganzen Welt. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig, wenn sie in Österreich erworben wird. Das bedeutet, dass die Steuerpflicht an den Ort des Verbrauchs (in diesem Fall Wien) gebunden ist.",,
VAT-INTL-072,"""Touristen aus Österreich kaufen bei einer Buchmesse in Paris, Frankreich Bücher im Wert von 70 Euro. Wo ist die Leistung steuerpflichtig?"" ","Die Leistung ist steuerpflichtig in Frankreich, da die Bücher in Frankreich gekauft wurden.",,
VAT-INTL-073,"""Christian führt ein Bed & Breakfast in Österreich. Christian ist aber australischer Staatsbürger. Wo ist die Leistung steuerpflichtig?""","Die Leistung ist steuerpflichtig in Österreich, da Christian ein Betrieb führt, der in Österreich ansässig ist. Die Steuerpflicht hängt nicht von der Staatsbürgerschaft des Unternehmers ab, sondern von der Ansässigkeit des Betriebes.",,
